ID,numer_examined,number_positive,prevalence,dist_to_water,dist_to_roads,dist_to_railroads,lng,lat,ntl_2013
337032,13,13,1,6070.78152993487,621.2470005388707,4364.102436400093,32.562104,0.255598,38.75419932928453
339820,10,10,1,18240.45326133149,6978.4266856953245,63381.1850312358,31.410178,3.310233,0
343429,14,14,1,39958.053794157924,128.9989578397563,87535.61887347494,31.704277,1.685963,8.114264613064256
347236,3,3,1,55174.158983310735,1257.374454569085,334.18240157493693,32.309693,2.767147,12.602101476235276
349386,8,8,1,44313.06891032225,1386.207572456247,75210.023640252,32.052909,3.461403,0
352933,13,13,1,56890.53672241828,479.09365949498067,2019.125420768008,30.912527,3.025969,10.156455976085457
362294,12,7,0.5833333333333334,5182.779203300879,4792.6576355150555,101931.73532497064,31.217381,1.579751,0
367089,3,3,1,84382.83430030114,992.076468059014,112451.68951590915,34.528628,2.366751,0
371514,14,14,1,193808.99767241912,4090.5637138291486,172198.85579700797,34.084796,3.512753,0
374300,4,3,0.75,4874.521544845563,1778.3837649985585,188.34134433147327,32.608876,0.311553,54.85450421446362
376021,5,4,0.8,38279.32679948112,119.62279243815529,1132.8583759198777,32.900965,2.255679,10.5752172711703
379325,13,9,0.6923076923076923,4424.872240890349,1909.6908242116217,59748.82381240482,31.887567,-0.149143,5.681492058749013
387798,6,5,0.8333333333333334,104521.97248200647,1142.3873296230279,66963.8432294582,33.282552,2.833185,0
393180,6,6,1,15866.14825871779,1205.9055354004329,20283.918842023035,32.905351,0.720866,0
394498,5,4,0.8,14510.92982296768,1044.0152720321043,746.7594523365325,32.492145,0.303301,28.917127435647892
394887,11,11,1,7740.659914857849,680.5334597602869,1023.9244611289616,32.572195,0.28883,57.91215787024365
396684,1,1,1,25303.287427500985,1042.0569411503297,93350.7351150316,31.837529,3.573196,0
404852,7,7,1,27856.281581045518,1227.373092640761,88068.27204702406,30.668652,-0.604503,22.02834232174812
406683,10,9,0.9,5110.958008030192,834.2385415375447,532.0848237031229,32.612117,0.320455,56.09521977120902
407329,6,6,1,57721.219536291406,423.2303532999484,3611.5403484330363,30.904898,3.038158,8.666069944094353
408521,6,6,1,69515.58682872848,677.5483441202347,24793.489597403484,32.154984,3.012798,0
411576,7,7,1,53935.51201361825,1646.7867243246137,15448.316943022559,34.282622,1.144695,0
412178,5,5,1,3189.877221185688,3699.672497276693,17510.9519160668,32.473697,0.148568,0
412487,7,7,1,88289.18914280536,111.7863822186018,112341.33898059202,34.465135,2.432525,0
416249,5,3,0.6,15170.731439278756,773.2645261599401,9581.388528988511,32.554487,0.391368,35.58829459237906
423045,8,8,1,39676.875132104076,312.9980713462397,62533.13545040198,31.245688,3.473372,0
429972,8,7,0.875,11041.108257801934,1540.2706165695565,2513.0269556882604,32.550555,0.317532,56.49660655414013
434343,15,15,1,39479.72640819285,9825.661407324249,71427.93363820363,34.464463,1.91437,0
445757,7,5,0.7142857142857143,10451.446369285713,757.3955369023836,2851.126057281519,32.743198,0.357579,18.74724163818546
445870,8,8,1,1557.6058291841941,1682.0944922247468,1160.0736301699935,33.2257,0.437969,17.042630724529623
446706,3,3,1,25269.34881479158,273.5970660212598,70045.0494698457,31.881964,3.363216,0
452500,8,8,1,140581.52111309365,455.84090793994073,130535.91632506318,34.116785,3.022794,0
456917,3,3,1,12326.054245875706,1216.5043377112133,3711.512381688563,32.543532,0.329236,46.54678710386487
459173,26,17,0.6538461538461539,92176.33709735899,2486.662366313094,14743.428078818204,31.272047,0.387282,0
460004,3,3,1,30261.713765433986,2025.861748025625,74103.26349445747,31.929428,3.421733,0
462616,7,7,1,1964.087288087421,1107.891826610625,27357.12823362347,32.461734,0.059664,29.423399750354232
467432,5,5,1,7584.6579301387865,1959.029408537791,1453.7534042628577,32.710056,0.355982,15.711789469659575
482149,9,9,1,29480.038751693603,4332.880505697369,39272.16430539197,33.931845,2.034626,0
483028,16,16,1,137032.1685015828,1930.8961503627118,124400.47715604065,34.054474,2.9995,0
483901,4,4,1,137549.95515153088,1464.7046194825002,86214.500012855,33.10992,3.174273,0
484828,15,11,0.7333333333333333,12670.494467292157,634.3024124312807,610.3861527452513,32.524993,0.304638,43.23733873501365
486568,7,7,1,85285.79962688846,18.78551283675095,115674.1251678214,34.935044,1.942766,0
489598,4,4,1,13860.886930642126,1030.5982071625685,8309.432010188364,32.563031,0.383193,44.74148274078241
489998,4,4,1,1841.845908237556,1062.0341243034115,26624.629122085687,32.458626,0.067261,27.073577107466487
499218,15,15,1,24659.566070445682,649.0208027487231,2601.895808925527,30.445981,0.216235,0
500565,11,6,0.5454545454545454,16422.14165260163,24.402686991897486,63894.511186263175,32.462869,1.318664,0
505520,10,6,0.6,11343.26928030249,445.0002938233052,5672.355880013201,32.573666,0.361754,52.97478180078933
507765,11,10,0.9090909090909091,122214.68597895646,11840.665926340445,141065.424403272,34.561401,2.72376,0
512364,12,11,0.9166666666666666,128864.59733286579,5644.464670103983,120429.50569400695,34.10302,2.917659,0
515036,10,10,1,15860.674112465298,2167.4680229264736,107478.77264171884,29.931162,-0.796772,5.925613792214291
520320,18,18,1,60271.531068025455,2308.4962264231635,54011.42424652783,30.081424,0.689509,0
522403,3,3,1,37282.779639135086,533.8751406183839,51122.29145980013,31.238263,3.346574,0
522850,9,9,1,8495.287803261097,87.2193051081103,1496.4171065197827,32.576431,0.318557,59.29053583519395
532264,8,7,0.875,11830.400445351446,1080.4827078375033,6358.900685902372,32.58106,0.374638,48.90466012262935
566379,3,2,0.6666666666666666,10879.59206353726,469.5141121361515,462.0406301817503,32.545582,0.299065,53.42945265123821
575136,25,20,0.8,61381.97385940561,961.7508028971762,86459.50461080397,31.790788,1.191574,0
578358,3,2,0.6666666666666666,9880.104205499123,1530.879843933689,4268.675078232523,32.58368,0.353154,56.37053782425275
582778,2,2,1,12489.810281963859,309.9535359268483,6543.68711967486,32.5604,0.362198,53.05030589856479
599679,7,7,1,7654.035747192054,623.7723829624035,78564.96455827667,32.376165,1.793301,0
602930,1,1,1,1451.8500623458488,1239.2279334738462,2949.446594191531,33.198161,0.460316,11.077619518424076
604541,6,5,0.8333333333333334,12356.524796562695,702.3519636810721,6535.001177149768,32.563583,0.364168,53.05030589856479
604974,2,2,1,8934.445548072317,2546.5004166311237,3487.256859110376,32.598544,0.355171,56.35088647765116
611982,9,7,0.7777777777777778,109820.04539226006,6940.379308415164,97405.38711961186,32.632351,3.58296,0
614237,14,14,1,75983.09057945317,1493.5133327740095,21403.440472763195,34.369182,0.91084,0
621617,4,4,1,56671.45020214994,432.1016934035225,1650.7975408184366,30.916336,2.993403,6.078074226362671
623390,5,5,1,64694.2070180015,4351.013838061066,52839.68496667147,31.010671,3.480117,0
626199,10,9,0.9,6055.603461274232,416.2355671957053,3637.1042942194085,32.582811,0.267553,37.123521786935136
630608,6,6,1,42261.30081062655,534.0084988968281,28010.08247767755,30.186821,0.468785,0
632966,11,10,0.9090909090909091,99424.5096381479,4302.5066423734415,48258.00956077959,32.909704,2.890781,0
641536,6,6,1,5088.186962155958,523.598172425526,38715.074870879376,33.686825,1.18255,0
644910,8,7,0.875,10102.082599254005,39.67886649807105,3999.321891355545,32.573037,0.343151,57.950415712613434
655639,2,2,1,132599.30666738967,896.809936327671,82651.2870954579,32.875174,3.297082,5.55138182795193
660021,8,8,1,98235.77970923345,623.38026450658106,30608.140728066384,31.375182,0.569886,10.83448910214593
660103,11,7,0.6363636363636364,10832.447102104028,313.46739343643486,9673.367023054117,33.509117,0.964341,0
660685,8,8,1,11583.824378065585,223.02009789794366,37197.38090127242,29.759365,0.031863,2.4852156445031506
664313,8,8,1,31992.50767401149,2312.6655534475326,31908.246325703996,31.076031,2.409863,0
667365,3,3,1,54599.59621054809,3093.5968686993,38190.02529330552,30.27411,0.575931,0
668437,7,7,1,5516.175599257426,133.89017512668954,1710.5281075275711,32.595668,0.296695,58.01021050933353
671946,15,14,0.9333333333333333,27188.635545360346,3367.026368510607,26879.718395019594,32.538077,2.313664,0
672692,7,7,1,11992.543886149893,78.7159408600991,6306.392513848778,32.569438,0.365799,54.258782390446214
673017,5,5,1,18703.531647243,2917.5359846937554,31479.60470677388,33.193438,1.882583,0
678973,10,9,0.9,19888.04256493968,1183.464746976074,18916.81876672046,31.232836,2.44372,0
695992,4,4,1,43372.522665311415,4115.703478610279,63380.21503834004,31.220702,3.499043,0
703249,8,6,0.75,13909.295645059869,203.76528965831406,8456.075042470125,32.572141,0.391486,36.84682025395115
704882,9,6,0.6666666666666666,44512.23074692621,1808.0404741972202,72362.16493084143,31.253638,3.573933,0
711744,5,4,0.8,8544.765120151973,97.75994139493218,997.7857579965255,32.564358,0.286072,53.720488589725804
716314,7,6,0.8571428571428571,5596.935255261058,155.34566788865476,156547.53767403486,29.979579,-1.247377,9.619779512179061
723495,7,7,1,50823.40363279766,240.43142391029374,2633.152198458768,34.188347,0.676497,6.990555344473512
738688,13,12,0.9230769230769231,54866.532174402295,422.74583569937914,7053.45924270114,30.931805,3.073661,0
747553,7,5,0.7142857142857143,22919.93293265128,12214.646220333943,101310.80776868942,30.63917,-0.907899,0
749592,7,6,0.8571428571428571,23837.340546888703,1171.3687322756386,27048.664799722115,32.834001,0.714486,0
760779,21,19,0.9047619047619048,148751.89570360217,9341.133363174085,134281.21987640008,34.059947,3.105581,0
762745,4,3,0.75,5808.012286332286,88.10312227423034,1381.3852203280805,32.593913,0.299081,58.01021050933353
764207,5,4,0.8,59642.938583984636,1253.4467496889424,56886.24086325744,30.069892,0.71457,1.3043093477047742
767229,11,11,1,64560.36744456844,54.06993118634211,29363.784455193607,30.892833,3.27448,0
769581,7,6,0.8571428571428571,90992.38490668531,1686.5788280242277,41012.68065148455,32.663376,2.985795,0
774363,7,7,1,19923.84669984087,12362.891652131668,68242.20823418726,31.404875,3.392169,0
783231,6,6,1,23206.977950648565,10966.919764233335,7574.756042214681,31.240818,2.562377,0
783593,15,12,0.8,63305.272536815435,2184.9667272998195,29110.523128566027,30.858325,2.596954,0
784299,2,2,1,4362.723229728307,235.27971464275421,2265.6595390227694,32.604701,0.291511,52.4788319445442
789214,7,7,1,28062.89844912067,1023.6445798667519,33826.17579084691,32.806294,0.648913,0
794784,12,10,0.8333333333333334,17874.078111106504,2296.0096482028157,37588.31964012712,33.843369,0.456971,0
801229,9,7,0.7777777777777778,14574.993517205248,2841.9160453727472,6120.29732780877,33.385146,0.630361,0
802157,9,9,1,45835.161945359054,2924.7603296373445,11246.269322352762,31.012297,3.058562,0
809511,15,13,0.8666666666666667,19664.457377998107,2161.6738564484936,12567.351853023767,33.35121,0.67762,0
811195,12,11,0.9166666666666666,25235.77015643952,5446.1785962844215,8983.877407901418,33.21317,0.97447,0
814238,7,7,1,15173.288085496548,3130.6006719731636,36341.84307021097,34.047757,0.386814,0
815524,4,4,1,1571.8455472695239,668.3377483048437,765.886217753698,32.641462,0.304083,35.013783816338666
821242,10,8,0.8,15443.731466512161,2379.386480123851,53191.51422766217,32.493305,2.023405,0
826075,9,8,0.8888888888888888,46619.592220439146,2569.8995088018783,2076.445997303576,32.087098,0.435191,0
827258,18,18,1,95550.52724867317,47.3678870022439,64638.212102755024,33.657362,2.620998,0
830803,14,12,0.8571428571428571,63351.254613049925,1908.954731636517,41183.46839990859,30.803117,2.498236,0
839287,8,8,1,29024.66002208256,1700.9296332112913,82519.94679028752,30.674883,-0.554126,0.03653514942342502
840940,7,7,1,135305.35941672078,2191.4073290286974,97719.97824702876,33.405019,3.086489,0
854573,17,15,0.8823529411764706,71544.56337187598,1872.26367503642,19285.104950396308,34.361432,0.790028,0
856026,7,7,1,20774.43535147454,9206.000898242974,79993.27737896539,31.465495,3.485215,0
861541,2,2,1,5142.059139527559,904.079796446297,1381.6355766505083,32.602866,0.302669,55.465328994197634
862689,22,18,0.8181818181818182,64413.91113973179,4960.710499559136,8001.334592151351,32.844373,2.485268,0
872725,13,13,1,13129.53694007032,53.68953074308318,63582.464095673626,31.766108,-0.301662,13.500548807377623
874401,9,8,0.8888888888888888,11129.02797845761,266.47657945189997,5327.604103965053,32.689915,0.401919,11.058059951837631
882743,18,16,0.8888888888888888,26631.950684615444,1144.8621959838538,1800.3291544179867,33.73468,0.802777,0
885758,2,2,1,8588.099358114228,322.8552505715361,1968.9977792187915,32.578131,0.324718,59.481033321527185
886979,5,5,1,2953.3413487630933,1250.4952411347306,571.9007047060563,32.626443,0.307213,50.672178940567136
893483,5,5,1,13352.333259902749,127.20423201487914,1404.760956241527,32.525559,0.311809,42.187461417445476
893921,6,6,1,283.28564118106044,2019.8291706236485,5668.426737143706,32.637751,0.245336,0
897479,15,15,1,10355.08804788969,772.9654581304699,41748.19840737144,34.008079,0.354998,0
901510,9,9,1,11104.441301177154,739.8346334482659,1673.0087499411914,32.546801,0.309954,57.509836177480494
906453,8,8,1,1533.1457179168347,1135.656275688679,196.10774416520826,33.237719,0.457212,10.53482390993512
908677,5,5,1,47156.444883462376,253.74917673263906,41034.57169410939,32.524945,0.707318,2.029696493027786
910546,12,7,0.5833333333333334,31387.476401823995,6681.055455781133,8358.689672155364,30.573348,0.133052,0
911169,5,4,0.8,5972.008171241003,1093.2906332462737,2883.8826499252227,32.586397,0.278124,44.901632536568385
920097,11,11,1,17465.457167924473,621.8977656272722,2762.1872062250077,33.603467,1.846912,0
920481,10,8,0.8,64881.344067741986,1122.4221062034912,30498.574000440447,30.894379,3.284968,0
922838,6,6,1,70221.17135050119,1636.291175616449,32029.841936158587,33.277624,2.506166,0
924970,13,12,0.9230769230769231,38149.45628804874,106.7325276436639,12709.476387391269,31.984033,0.307526,0
936546,5,5,1,13564.769318511539,1058.6145495930398,7937.899793831561,32.562204,0.378687,44.74148274078241
945634,7,7,1,59648.94984818119,369.2357166601295,4634.578242630698,30.887579,3.033761,6.700389049698197
950942,6,4,0.6666666666666666,22834.86559707674,266.16635912851257,7529.250734716796,33.272335,0.689765,0
960980,6,5,0.8333333333333334,12177.071385424768,2676.9953561481807,649.7907923211696,33.23018,0.579556,0
963270,7,7,1,4868.480753944026,406.1704184698722,3625.915302665482,33.146853,0.42663,8.776614570484291
973293,4,3,0.75,6148.327657042746,1.8455278489565214,10020.992550427038,32.913428,0.248471,0
977244,9,9,1,51379.59309950558,11666.951429199265,47991.863244122025,30.862382,2.378942,0
977463,5,5,1,59923.84699754034,3936.4273174007917,46158.659556468236,30.121176,0.623438,0
981669,11,10,0.9090909090909091,6138.9532726175985,290.95680682606536,11065.958918671806,33.111307,0.62907,0
982193,2,2,1,11315.980866703752,919.9640171701279,3316.559586742287,32.551441,0.324758,55.53748301097761
983975,6,6,1,10726.674614880667,6579.713315835377,13278.484823517012,29.969078,0.095612,0
984580,4,3,0.75,40161.19622690512,613.3383873595815,591.7504646233325,32.187429,0.407359,0
993099,11,10,0.9090909090909091,49876.61322268855,4263.185017995771,43971.164983103496,30.696948,-0.2031,0
995421,7,7,1,7904.395185659676,860.0743147912659,2051.8928312536077,32.590617,0.333747,59.44920946470702
1009006,11,7,0.6363636363636364,14373.466916034675,5829.96815925152,143758.5322653595,29.967404,-1.1306,0
1012351,15,10,0.6666666666666666,90896.51041641916,2899.8188060546076,12968.60168147568,31.271198,0.367059,0
1026156,7,7,1,29411.285669815083,1420.1728357468692,36157.17335219735,32.632011,2.089716,0
1026734,18,15,0.8333333333333334,4690.7604140064395,6701.420456816016,121483.15060675555,30.98502,1.489181,0
1028046,15,13,0.8666666666666667,48021.97483198816,1447.1339675811032,53526.667635709935,32.492785,0.863958,0
1030894,10,10,1,5616.084796904245,1672.811974493916,3948.802351629985,33.197731,0.518711,3.855824408879136
1037476,11,11,1,6129.96396370862,2494.373514495679,3646.590454774301,33.814327,1.576364,0
1037698,6,5,0.8333333333333334,25354.735244057694,1167.1209165645537,11317.896997380532,30.193858,0.31598,0
1045224,8,2,0.25,32813.1512833546,812.9400819044558,87673.69839002081,30.011972,-0.625313,0
1055785,5,4,0.8,10789.63861240034,275.01566856348586,4389.280753257956,32.565237,0.342479,57.32194135498163
1058941,27,21,0.7777777777777778,929.2409686208923,2589.9088847964554,41829.89651132741,33.327392,1.298944,0
1059657,9,8,0.8888888888888888,19919.444622837917,8213.621096946406,2375.589683814778,30.375301,0.210348,0
1059746,15,14,0.9333333333333333,3766.6241240690842,2883.78852341438,25218.095999339574,33.503567,0.355663,0
1060671,6,5,0.8333333333333334,40405.16766064409,2426.889950250051,267.31583045333025,32.219317,0.419909,0
1064499,6,6,1,142555.25528841635,3744.0115600466643,130988.10548841633,34.093808,3.044546,0
1064563,9,9,1,27238.950861057725,8529.594481853104,29536.530869456004,33.84554,2.009065,0
1065395,15,12,0.8,6602.700301510047,2907.0192250450723,12240.814893553175,32.989808,0.745331,0
1068553,8,7,0.875,4948.64018412449,3339.1043094615843,10140.868915520941,33.098299,0.695844,0
1069848,19,13,0.6842105263157895,19160.646556154763,1119.700215200728,16589.003661177718,33.216531,1.049169,0
1072363,7,6,0.8571428571428571,27102.969701292903,2427.2347061319624,125080.42318786647,30.385931,-0.970732,0
1077931,11,8,0.7272727272727273,12869.238426556494,5998.804731710036,53085.0859681471,31.813163,-0.093981,0
1078513,8,8,1,111650.69376766327,9039.046509572428,59779.13966005689,33.021183,2.937021,0
1079046,15,13,0.8666666666666667,6566.024892030189,1388.7564849610774,17644.154079720207,31.403266,2.726462,0
1084281,4,4,1,5109.387866641061,3439.741532221655,59298.832395714555,32.854697,1.723559,0
1085586,3,3,1,45062.758957538914,1638.974450149823,43234.03478252064,30.506152,0.596022,0
1085938,6,2,0.3333333333333333,3729.106103347093,1149.4938378597246,166850.68755729674,29.645205,-1.282571,0
1086785,11,11,1,30963.25388895955,4022.180115893055,20693.379432346923,33.748627,2.004497,0
1090856,8,8,1,18366.469850587535,3054.3647814429332,38468.429806328924,33.87628,0.437531,0
1093489,11,11,1,24108.331783176116,484.96944407590206,3308.319734536245,33.253499,0.854025,0
1116264,4,4,1,13381.925763021392,2011.5719905691672,25107.731054103897,29.886201,0.028524,0
1118962,18,18,1,4917.341615595441,1448.7000354033312,40601.63544594207,33.471721,1.445355,0
1122543,5,5,1,788.9310238530006,2099.5761455227857,757.9024094316077,32.63996,0.290288,28.186976159010342
1130403,6,2,0.3333333333333333,47729.218041289394,125.16211099043963,62112.167006771015,30.567537,-0.375025,0
1130905,15,7,0.4666666666666667,4579.266269230565,2191.9360175849174,163535.75817825476,29.782113,-1.285389,0
1131749,11,7,0.6363636363636364,25099.203225502606,3427.961680775855,108818.48489283022,31.013881,1.206823,0
1132267,8,8,1,16444.873780815946,1713.1324410526959,23100.146062143376,32.19979,0.187,0
1138087,11,7,0.6363636363636364,11256.897269081193,1528.6107427275515,143663.28227443283,29.820608,-1.109841,0
1144313,11,10,0.9090909090909091,43660.054709796445,3176.6979673702876,38667.334163327425,32.639623,0.70084900000000006,0
1151731,3,3,1,33684.23449452453,1337.1503858773779,28702.34419321413,32.626881,2.230225,0
1153148,9,7,0.7777777777777778,46158.85523535506,392.6184238029506,48003.353247824845,32.570551,0.786689,0
1153177,9,8,0.8888888888888888,55501.93489472142,3765.3278252797036,31500.515664055372,30.99033,3.287138,0
1162947,2,0,0,30237.205673419736,4345.017686598615,84057.76563767638,29.994167,-0.591034,0
1167156,10,5,0.5,20893.635856364275,586.9498734231464,40329.94902481941,30.380418,-0.202705,0
1172845,13,13,1,68737.22999553666,769.5653389976136,8670.137057420576,31.662434,0.465854,0
1177397,8,8,1,59120.21596702113,1008.276128798878,61308.89254081521,31.083914,0.782235,0
1179306,14,13,0.9285714285714286,31388.586677257565,1268.3463648877307,5722.550525546039,33.603116,0.681781,0
1181108,3,3,1,28501.80879628269,676.4286649225073,19814.304618075545,32.786376,2.129171,0
1184156,10,6,0.6,48947.45318591295,4351.122690555207,17702.719933329885,32.300107,0.562356,0
1184465,9,7,0.7777777777777778,12501.941448451254,1060.4475949640096,10980.015103635826,30.40788,0.090519,0
1184517,6,6,1,30619.18704430793,1387.1539512821407,113359.57405764442,31.195113,1.316574,0
1184848,1,0,0,21617.526025336174,3069.219644672279,160050.78128158042,30.143088,-1.279644,0
1188890,3,3,1,13504.34924329648,961.176301328552,31918.357779823393,31.666526,-0.586264,0
1193152,21,9,0.42857142857142855,31628.136685281606,6261.276470579317,66878.43868732841,30.793307,0.809149,0
1198469,8,8,1,55488.185409590835,6361.263748686952,24979.123401816865,34.369168,1.151679,0
1199084,6,6,1,1807.8570859820404,54.90416384578678,77535.44920040703,32.351018,1.8399,0
1203582,5,5,1,52363.12141450555,4195.15808189368,36179.8029715966,30.259488,0.557228,0
1203691,4,4,1,21624.69092865505,2553.78853927672,96847.32426671706,30.1431,-0.706686,0
1205194,6,6,1,15334.429367574088,62.55539393744597,1869.3107001065596,33.472354,0.604234,9.460635654045632
1207198,9,9,1,49330.0330114144,8290.168976248382,2478.206432469638,31.840472,0.367841,0
1207332,10,9,0.9,5132.962678819786,1454.339486457171,4032.3992906576996,33.097753,0.771282,0
1209674,5,3,0.6,5307.4686520031855,1078.6069474783976,167491.90282942457,29.6166,-1.279915,0
1221114,11,11,1,12723.287585170723,99.09594643676614,48565.11623792329,33.874543,0.343958,0
1223725,3,2,0.6666666666666666,33295.06558759827,3543.0623648495857,45952.22762496193,32.539804,1.033063,0
1235179,17,14,0.8235294117647058,24784.824079894646,6.4918385052236225,1020.9057927001709,33.622051,0.779776,0.8772551586536347
1235272,3,3,1,39585.604369921384,4584.132171056428,86699.41957015768,30.367601,-0.624095,0
1236381,15,13,0.8666666666666667,11726.517922117346,4603.631667039397,77513.03401427841,32.104979,1.864084,0
1238497,7,4,0.5714285714285714,18952.442369029195,7149.8186617748315,38423.70502299586,31.867694,0.042744,0
1245888,6,0,0,27324.666965650504,7248.14217762831,78921.36981441392,30.060209,-0.547999,0
1245988,6,6,1,39571.2958134545,1116.6390464256936,38074.2432635789,31.15045,3.267437,0
1249511,13,9,0.6923076923076923,16745.02359177347,851.3377748380865,15751.182182633316,31.45713,-0.847507,0
1251878,16,11,0.6875,18043.022186985327,1155.0791548678776,56739.74208843877,31.35714,-0.480598,0
1252710,11,8,0.7272727272727273,17700.932950630722,525.4190212490645,6893.120348861297,32.80887,0.374188,8.820201539150073
